"30,000.00",NA,Contributor Bonus,0x49fB71E44a488e40c3c806fED8357cD0BD5C61a8,36 months(1),6,22,MultisigVesting
"30,000.00",NA,Contributor Bonus,0x49fB71E44a488e40c3c806fED8357cD0BD5C61a8,36 months(2),23,39,MultisigVesting
"50,000.00",NA,Contributor Bonus,0xbfe561678255D6b6dF9c470813a40De7E691cE39,36 months(1),6,22,MultisigVesting
"50,000.00",NA,Contributor Bonus,0xbfe561678255D6b6dF9c470813a40De7E691cE39,36 months(2),23,39,MultisigVesting
"30,000.00",NA,Contributor Bonus,0xe11f8EF0C575f3D079bF56245B7505B2531dDc98,36 months(1),6,22,MultisigVesting
"30,000.00",NA,Contributor Bonus,0xe11f8EF0C575f3D079bF56245B7505B2531dDc98,36 months(2),23,39,MultisigVesting
"50,000.00",NA,Contributor Bonus,0x56B00ca0a274fB53449fBF2DB0253B809E364975,36 months(1),6,22,MultisigVesting
"50,000.00",NA,Contributor Bonus,0x56B00ca0a274fB53449fBF2DB0253B809E364975,36 months(2),23,39,MultisigVesting
"50,000.00",NA,Contributor Bonus,0xe2bfb2348b193fd1bf5fb438d423af69ec889196,36 months(1),6,22,MultisigVesting
"50,000.00",NA,Contributor Bonus,0xe2bfb2348b193fd1bf5fb438d423af69ec889196,36 months(2),23,39,MultisigVesting
"20,000.00",NA,Contributor Bonus,0x8A029533cF2a31Ccccc6b1D45B626716C4916F9d,36 months(1),6,22,MultisigVesting
"20,000.00",NA,Contributor Bonus,0x8A029533cF2a31Ccccc6b1D45B626716C4916F9d,36 months(2),23,39,MultisigVesting
"20,000.00",NA,Contributor Bonus,0x55Ed66E5E8371C66bc710A4feE4e8e7Bf2d825fd,36 months(1),6,22,MultisigVesting
"20,000.00",NA,Contributor Bonus,0x55Ed66E5E8371C66bc710A4feE4e8e7Bf2d825fd,36 months(2),23,39,MultisigVesting
"20,000.00",NA,Contributor Bonus,0x9a54e31807c6c8EaFDD012A412F1851e77FE7843,36 months(1),6,22,MultisigVesting
"20,000.00",NA,Contributor Bonus,0x9a54e31807c6c8EaFDD012A412F1851e77FE7843,36 months(2),23,39,MultisigVesting
"20,000.00",NA,Contributor Bonus,0x4B8F6D4F086C19411311ADE997A66C083A2322c6,36 months(1),6,22,MultisigVesting
"20,000.00",NA,Contributor Bonus,0x4B8F6D4F086C19411311ADE997A66C083A2322c6,36 months(2),23,39,MultisigVesting
"50,000.00",NA,Contributor Bonus,0x2c777e30f5571f3e7704e28cdd5858076023e267,36 months(1),6,22,MultisigVesting
"50,000.00",NA,Contributor Bonus,0x2c777e30f5571f3e7704e28cdd5858076023e267,36 months(2),23,39,MultisigVesting
"50,000.00",NA,Contributor Bonus,0xA1DF92EB52aB13b8C0dAcF11b8a4844acE4ae3cb,36 months(1),6,22,MultisigVesting
"50,000.00",NA,Contributor Bonus,0xA1DF92EB52aB13b8C0dAcF11b8a4844acE4ae3cb,36 months(2),23,39,MultisigVesting
"50,000.00",NA,Contributor Bonus,0x915BbAE90E860fF3248Ee8dFB3cdf9CD3A225D16,36 months(1),6,22,MultisigVesting
"50,000.00",NA,Contributor Bonus,0x915BbAE90E860fF3248Ee8dFB3cdf9CD3A225D16,36 months(2),23,39,MultisigVesting
"30,000.00",NA,Contributor Bonus,0x611c50d4bb01af456ca419dbf76e244789d4f887,36 months(1),6,22,MultisigVesting
"30,000.00",NA,Contributor Bonus,0x611c50d4bb01af456ca419dbf76e244789d4f887,36 months(2),23,39,MultisigVesting
"30,000.00",NA,Contributor Bonus,0xaD69347E419ee8D87B89e76BbEd90B737F0dda64,36 months(1),6,22,MultisigVesting
"30,000.00",NA,Contributor Bonus,0xaD69347E419ee8D87B89e76BbEd90B737F0dda64,36 months(2),23,39,MultisigVesting
"35,000.00",NA,Contributor Bonus,0x0792fC24dC0BcEca0a1d4FF03bf5c1ba132223a1,36 months(1),6,22,MultisigVesting
"35,000.00",NA,Contributor Bonus,0x0792fC24dC0BcEca0a1d4FF03bf5c1ba132223a1,36 months(2),23,39,MultisigVesting
"20,000.00",NA,Contributor Bonus,0x2f87b2c6438ef61edad04e96bf908bc2b5e45592,36 months(1),6,22,MultisigVesting
"20,000.00",NA,Contributor Bonus,0x2f87b2c6438ef61edad04e96bf908bc2b5e45592,36 months(2),23,39,MultisigVesting
"50,000.00",NA,Contributor Bonus,0x6e12404fB736e32b975154B9745d74fc312E7C80,36 months(1),6,22,MultisigVesting
"50,000.00",NA,Contributor Bonus,0x6e12404fB736e32b975154B9745d74fc312E7C80,36 months(2),23,39,MultisigVesting
"35,000.00",NA,Contributor Bonus,0x2D2e3B6be554dBc816469e0040b0378f4BF91E93,36 months(1),6,22,MultisigVesting
"35,000.00",NA,Contributor Bonus,0x2D2e3B6be554dBc816469e0040b0378f4BF91E93,36 months(2),23,39,MultisigVesting
"35,000.00",NA,Contributor Bonus,0x07f340bb1fd8630b8f4c22bd9aad41cd2664c8d7,36 months(1),6,22,MultisigVesting
"35,000.00",NA,Contributor Bonus,0x07f340bb1fd8630b8f4c22bd9aad41cd2664c8d7,36 months(2),23,39,MultisigVesting
"50,000.00",NA,Contributor Bonus,0x95033E0027273B220fBA8E9514977b25204425FE,36 months(1),6,22,MultisigVesting
"50,000.00",NA,Contributor Bonus,0x95033E0027273B220fBA8E9514977b25204425FE,36 months(2),23,39,MultisigVesting
"20,000.00",NA,Contributor Bonus,0xf32E96c8C7Af61522ec2f5D19A38ecED963D3306,36 months(1),6,22,MultisigVesting
"20,000.00",NA,Contributor Bonus,0xf32E96c8C7Af61522ec2f5D19A38ecED963D3306,36 months(2),23,39,MultisigVesting
"50,000.00",NA,Contributor Bonus,0x67178e51f3ff18669515a1dfa4783ee7779a5a00,36 months(1),6,22,MultisigVesting
"50,000.00",NA,Contributor Bonus,0x67178e51f3ff18669515a1dfa4783ee7779a5a00,36 months(2),23,39,MultisigVesting
