3FqnqrVn3nvGxVq2xzF73K7LNF1todLfwr,0x064d2FA793858e45bd532f02eF385962e7134Ee7,0.0098
3LVfsEDbTteyDaXax5ULGo7g8MeUXv7D99,0x07AB86B3B2FC66FbF7A138d25D2dc780CEBCB363,0.0145
3JYjdPEQ71TnUvueSPihvhbFZnpJxrcvef,0x1396D36F1d89f0aeb2C64eE3e8f1B90B1F4e60Ae,0.0063644
3Qh1Hqjygm63qTt2GrkorQoYa18agZE6RW,0x22B16e3F18F0A99c184BAaE92B6D3536c0e323F0,0.00948476
3GRMDtVpuByKew3VjutfQecHNP5jsJCcKR,0x2F1264DCA7397b768fF567db2d4Bf6F409594286,0.001
3PgWsm7pvVAjuYVpwGkijyFUjMKDwJAA1d,0x416F10c4B7cCeDC5B0813f6851a2bE13fC4Bd8b8,0.03
32pyRy8feh29TXBg1vJuYLfjPAH1nGM3nQ,0x67D37bA381BBE2413D8695959b02b542c19e7441,0.09623448
38x77yTaUH68wUBTESfSwS7Zu8hiuNbsy9,0x68303a858D10f9cfF32373e3f5Ca6B2a13Af8c3c,0.003
38Cvin6xim2DddRUpuQRKACQKfBcvzooeS,0x71059bfC9D3753223AF51559B222FDa84A2f2507,0.0048
39kvsA41xdDHDtPbNvVrnpE5aHPWDxcuDr,0x7288CDFd4006B484E8e7B14839d98443940cc12A,0.09
32iYqzDyLwFcx7YM26oub33Y2gGQga7tif,0x7aDd606bf39F8Ab9fd5a66fC1C363e73598DeF07,0.1005
3C1DYBoprKHxLhzNMrsgmJdEBE7xFMP6HB,0x83A97EE64D4EA4B5DFE9D262e67dff9f802bfb07,0.03
33mMpfqMbMdi4nCe5bR4WBpYiTnjwotCJm,0x8F3a35405F4fAD547c1DDAc898322616659724dF,0.0098644
3LTES4vrGS6xCj93Yv8Y8CWAfzwnsFbmkt,0xCEb1d00Eb1CB0Fc6f86eD6C46fD689f6750418Aa,0.001
3DPH9qEt7qxCkCWpwJX7AaxQL32kng96LT,0xD3EA93B78FB9218b43da2113C0b84fE07b34Bd9f,0.0129
3MwG123DRgXSgiqiQaFQbfELNUfsx8psBt,0x90e453f99eF9A3945031Ba6346e0100c297e0E0A,0.2
3Fguj2VMXgqc9AHi9EXKgBiZLgtwru6S5i,0x9d5d5e77C7D087Cb9e54EE1D67F6F98E2787ae71,0.1
36WSa1YZ27xFvQJAAi6Uu6zocqnQxDwbU3,0xB404B08765933ee0E24c792677E89e8d240Bd684,0.1
3BiQR1eh54onu6Kttw4bDhjnGDY9T5BRcT,0xb92dB0064343703935710dec5B75a33D9696021a,0.1
3HPVJXKDWfT9BNqYidfAonvxDyx2wXNX3E,0x38Ad04190cC0C9e5d0508ef82B0B22507cA6d140,0.1
3CLuyXbxbZs4TJiH673DFwD56WgmzivKzU,0x395c6d3D468E0DfD470Bb8679F59dF36EEA62Fd7,0.06
3FQSc73Ze4GouETr517XTpZ9s8soC96mLE,0x47029127581bc58DDc3B38107CAd12bFCb129D2c,0.03
3NBSrFu2V3q7DoAf4zDTfX3DikxgaVVfJw,0x64873e7c1079df5a29e914a7d74d5ad5e193c9c2,0.4
37F9fthyKJ9fagTe9zqe4rbac3EpjBbPCw,0xF624C52Ff68E8a2bE33d1C4b1dC6127E725E2Ef8,0.03
3L6QtgN7oPMUbdqsWQq3NRqUDtDMQEqdU8,0x75519EeB2064A501Fda4d174E1DcFF011ECed4B2,0.03
